symbol,group,strategy,stop_loss,fit_rating,bars,start_at,end_at,trades,win_rate,profit_factor,total_pnl,average_trade_pnl,max_drawdown,average_hold_bars,best_trade,worst_trade,no_signal_periods,data_issues,notes
META,Large-cap stocks,Relative Strength Strategy,2pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,13,30.77,0.48,-15.68,-1.21,-23.13,1.92,6.99,-10.85,345,301,Weak profit factor in the available sample.
META,Large-cap stocks,Relative Strength Strategy,3pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,13,30.77,0.48,-15.68,-1.21,-23.13,1.92,6.99,-10.85,345,301,Weak profit factor in the available sample.
META,Large-cap stocks,Relative Strength Strategy,5pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,13,30.77,0.48,-15.68,-1.21,-23.13,1.92,6.99,-10.85,345,301,Weak profit factor in the available sample.
META,Large-cap stocks,Opening Range Breakout Strategy,3pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,12,33.33,0.47,-68.24,-5.69,-77.02,23.83,37.25,-30.0,558,22,Weak profit factor in the available sample.
META,Large-cap stocks,Opening Range Breakout Strategy,none,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,11,36.36,0.46,-69.75,-6.34,-102.95,28.18,37.25,-56.85,560,22,Weak profit factor in the available sample.
META,Large-cap stocks,VWAP Strategy,none,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,5,20.0,0.35,-26.6,-5.32,-40.99,12.8,14.39,-18.33,549,0,Weak profit factor in the available sample.
META,Large-cap stocks,VWAP Strategy,3pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,5,20.0,0.35,-26.6,-5.32,-40.99,12.8,14.39,-18.33,549,0,Weak profit factor in the available sample.
META,Large-cap stocks,VWAP Strategy,5pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,5,20.0,0.35,-26.6,-5.32,-40.99,12.8,14.39,-18.33,549,0,Weak profit factor in the available sample.
META,Large-cap stocks,VWAP Strategy,2pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,5,20.0,0.34,-28.27,-5.65,-42.66,12.8,14.39,-20.0,549,0,Weak profit factor in the available sample.
META,Large-cap stocks,ADX Trend Strategy,2pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,35,22.86,0.1,-153.21,-4.38,-153.21,4.37,8.18,-20.0,24,0,Weak profit factor in the available sample.
META,Large-cap stocks,ADX Trend Strategy,3pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,35,22.86,0.09,-160.92,-4.6,-160.92,4.4,8.18,-30.0,24,0,Weak profit factor in the available sample.
META,Large-cap stocks,ADX Trend Strategy,5pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,35,22.86,0.09,-180.92,-5.17,-180.92,4.4,8.18,-50.0,24,0,Drawdown was high in the available sample.
META,Large-cap stocks,ADX Trend Strategy,none,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,35,22.86,0.08,-199.31,-5.69,-199.31,4.4,8.18,-68.39,24,0,Drawdown was high in the available sample.
META,Large-cap stocks,Momentum Strategy,2pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,3,33.33,0.02,-39.32,-13.11,-39.32,38,0.68,-20.0,607,0,Weak profit factor in the available sample.
META,Large-cap stocks,Momentum Strategy,3pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,3,33.33,0.01,-46.0,-15.33,-46.0,52.67,0.68,-30.0,608,0,Weak profit factor in the available sample.
META,Large-cap stocks,Momentum Strategy,5pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,3,33.33,0.01,-66.0,-22.0,-66.0,60.33,0.68,-50.0,608,0,Weak profit factor in the available sample.
META,Large-cap stocks,EMA Strategy,2pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,4,0.0,0.0,-65.32,-16.33,-65.32,90.25,-5.32,-20.0,583,0,Weak profit factor in the available sample.
META,Large-cap stocks,EMA Strategy,3pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,3,0.0,0.0,-62.73,-20.91,-62.73,123,-2.73,-30.0,584,0,Weak profit factor in the available sample.
META,Large-cap stocks,EMA Strategy,5pct,Not Recommended,621,2026-02-05T21:45:00,2026-05-08T19:45:00,3,0.0,0.0,-102.73,-34.24,-102.73,131,-2.73,-50.0,584,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Breakout Strategy,none,Strong Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,3,100.0,24.6,24.6,8.2,0.0,61.67,21.1,1.06,428,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Breakout Strategy,2pct,Strong Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,3,100.0,24.6,24.6,8.2,0.0,61.67,21.1,1.06,428,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Breakout Strategy,3pct,Strong Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,3,100.0,24.6,24.6,8.2,0.0,61.67,21.1,1.06,428,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Breakout Strategy,5pct,Strong Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,3,100.0,24.6,24.6,8.2,0.0,61.67,21.1,1.06,428,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,RSI Reversion Strategy,3pct,Strong Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,3,66.67,2.14,34.34,11.45,-30.0,85,42.72,-30.0,438,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Donchian Breakout Strategy,none,Strong Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,4,75.0,1.82,12.85,3.21,-15.76,48.75,21.1,-15.76,419,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Donchian Breakout Strategy,2pct,Strong Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,4,75.0,1.82,12.85,3.21,-15.76,48.75,21.1,-15.76,419,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Donchian Breakout Strategy,3pct,Strong Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,4,75.0,1.82,12.85,3.21,-15.76,48.75,21.1,-15.76,419,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Donchian Breakout Strategy,5pct,Strong Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,4,75.0,1.82,12.85,3.21,-15.76,48.75,21.1,-15.76,419,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,RSI Reversion Strategy,5pct,Acceptable Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,3,66.67,1.49,24.36,8.12,-50.0,85.33,42.72,-50.0,438,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,RSI Reversion Strategy,2pct,Acceptable Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,5,40.0,1.36,21.46,4.29,-40.0,50,59.84,-20.0,436,0,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Relative Strength Strategy,none,Acceptable Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,7,42.86,1.08,0.44,0.06,-2.52,3,2.91,-2.52,342,314,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Relative Strength Strategy,2pct,Acceptable Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,7,42.86,1.08,0.44,0.06,-2.52,3,2.91,-2.52,342,314,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Relative Strength Strategy,3pct,Acceptable Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,7,42.86,1.08,0.44,0.06,-2.52,3,2.91,-2.52,342,314,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,Relative Strength Strategy,5pct,Acceptable Fit,476,2026-02-05T21:30:00,2026-05-01T20:15:00,7,42.86,1.08,0.44,0.06,-2.52,3,2.91,-2.52,342,314,Historically tested starting point; not a guarantee.
MSFT,Large-cap stocks,EMA Strategy,none,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,1,100.0,21.92,21.92,21.92,0.0,332,21.92,21.92,444,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,EMA Strategy,3pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,1,100.0,21.92,21.92,21.92,0.0,332,21.92,21.92,444,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,EMA Strategy,5pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,1,100.0,21.92,21.92,21.92,0.0,332,21.92,21.92,444,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,VWAP Strategy,none,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,2,50.0,15.85,24.63,12.32,-1.66,30.5,26.29,-1.66,427,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,VWAP Strategy,2pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,2,50.0,15.85,24.63,12.32,-1.66,30.5,26.29,-1.66,427,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,VWAP Strategy,3pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,2,50.0,15.85,24.63,12.32,-1.66,30.5,26.29,-1.66,427,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,VWAP Strategy,5pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,2,50.0,15.85,24.63,12.32,-1.66,30.5,26.29,-1.66,427,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,RSI Reversion Strategy,none,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,2,50.0,2.35,24.55,12.27,-18.17,129.5,42.72,-18.17,439,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,Momentum Strategy,none,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,2,50.0,1.87,11.28,5.64,-12.95,96.5,24.23,-12.95,462,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,Momentum Strategy,5pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,2,50.0,1.87,11.28,5.64,-12.95,96.5,24.23,-12.95,462,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,EMA Strategy,2pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,2,50.0,1.75,14.93,7.47,-20.0,151.5,34.93,-20.0,443,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,Pullback Strategy,none,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,244,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,Pullback Strategy,2pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,244,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,Pullback Strategy,3pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,244,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,Pullback Strategy,5pct,Watch / Needs More Data,476,2026-02-05T21:30:00,2026-05-01T20:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,244,0,Needs more closed trades before relying on this pairing.
MSFT,Large-cap stocks,Opening Range Breakout Strategy,none,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,12,33.33,0.56,-32.85,-2.74,-71.29,18.42,35.48,-19.06,429,15,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Opening Range Breakout Strategy,3pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,12,33.33,0.56,-32.85,-2.74,-71.29,18.42,35.48,-19.06,429,15,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Opening Range Breakout Strategy,5pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,12,33.33,0.56,-32.85,-2.74,-71.29,18.42,35.48,-19.06,429,15,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Opening Range Breakout Strategy,2pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,12,33.33,0.55,-34.79,-2.9,-73.23,18.25,35.48,-20.0,427,14,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Bollinger Reversion Strategy,3pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,15,33.33,0.36,-67.05,-4.47,-88.67,17.73,21.62,-30.0,391,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Bollinger Reversion Strategy,none,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,15,33.33,0.35,-68.45,-4.56,-90.06,17.8,21.62,-31.39,392,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Bollinger Reversion Strategy,5pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,15,33.33,0.35,-68.45,-4.56,-90.06,17.8,21.62,-31.39,392,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Bollinger Reversion Strategy,2pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,15,33.33,0.34,-70.96,-4.73,-92.58,17.73,21.62,-20.0,391,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,ADX Trend Strategy,none,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,30,30.0,0.32,-92.17,-3.07,-109.89,6.17,16.41,-19.95,12,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,ADX Trend Strategy,3pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,30,30.0,0.32,-92.17,-3.07,-109.89,6.17,16.41,-19.95,12,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,ADX Trend Strategy,5pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,30,30.0,0.32,-92.17,-3.07,-109.89,6.17,16.41,-19.95,12,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,ADX Trend Strategy,2pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,30,30.0,0.32,-94.0,-3.13,-111.72,6.17,16.41,-20.0,12,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Momentum Strategy,2pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,3,0.0,0.0,-44.02,-14.67,-44.02,26,-4.02,-20.0,461,0,Weak profit factor in the available sample.
MSFT,Large-cap stocks,Momentum Strategy,3pct,Not Recommended,476,2026-02-05T21:30:00,2026-05-01T20:15:00,3,0.0,0.0,-46.96,-15.65,-46.96,53.33,-4.02,-30.0,461,0,Weak profit factor in the available sample.
NVDA,Large-cap stocks,Momentum Strategy,none,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,4,75.0,82.64,97.89,24.47,-1.2,123,40.96,-1.2,1103,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,VWAP Strategy,none,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,7,71.43,12.76,169.85,24.26,-14.44,23,63.48,-9.8,1043,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,VWAP Strategy,2pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,7,71.43,12.76,169.85,24.26,-14.44,23,63.48,-9.8,1043,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,VWAP Strategy,3pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,7,71.43,12.76,169.85,24.26,-14.44,23,63.48,-9.8,1043,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,VWAP Strategy,5pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,7,71.43,12.76,169.85,24.26,-14.44,23,63.48,-9.8,1043,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Opening Range Breakout Strategy,none,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,18,61.11,9.94,273.33,15.18,-17.39,31.67,60.87,-9.58,1062,23,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Opening Range Breakout Strategy,3pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,18,61.11,9.94,273.33,15.18,-17.39,31.67,60.87,-9.58,1062,23,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Opening Range Breakout Strategy,5pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,18,61.11,9.94,273.33,15.18,-17.39,31.67,60.87,-9.58,1062,23,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,RSI Reversion Strategy,none,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,7,85.71,7.67,73.22,10.46,-10.97,72.57,33.74,-10.97,1067,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,RSI Reversion Strategy,5pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,7,85.71,7.67,73.22,10.46,-10.97,72.57,33.74,-10.97,1067,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Opening Range Breakout Strategy,2pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,18,61.11,6.13,254.3,14.13,-20.12,31.61,60.87,-20.0,1061,23,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Momentum Strategy,2pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,5,60.0,5.85,102.75,20.55,-21.2,64.2,46.34,-20.0,1102,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Donchian Breakout Strategy,none,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,11,63.64,5.51,139.22,12.66,-21.75,51.27,77.37,-16.2,1014,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Donchian Breakout Strategy,3pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,11,63.64,5.51,139.22,12.66,-21.75,51.27,77.37,-16.2,1014,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Donchian Breakout Strategy,5pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,11,63.64,5.51,139.22,12.66,-21.75,51.27,77.37,-16.2,1014,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Momentum Strategy,3pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,5,60.0,3.97,92.75,18.55,-31.2,64.6,46.34,-30.0,1102,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Donchian Breakout Strategy,2pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,11,63.64,3.75,124.77,11.34,-36.2,51.18,77.37,-20.0,1013,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Bollinger Reversion Strategy,none,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,33,57.58,3.71,131.81,3.99,-16.33,14.61,71.37,-11.9,942,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Bollinger Reversion Strategy,3pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,33,57.58,3.71,131.81,3.99,-16.33,14.61,71.37,-11.9,942,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Bollinger Reversion Strategy,5pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,33,57.58,3.71,131.81,3.99,-16.33,14.61,71.37,-11.9,942,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,RSI Reversion Strategy,3pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,8,87.5,3.42,72.57,9.07,-30.0,63.12,33.74,-30.0,1066,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Breakout Strategy,2pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,10,60.0,3.12,104.37,10.44,-40.0,54.8,77.4,-20.0,1046,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,ADX Trend Strategy,none,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,50,46.0,2.84,188.8,3.78,-20.26,9.46,75.79,-15.94,51,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,ADX Trend Strategy,3pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,50,46.0,2.84,188.8,3.78,-20.26,9.46,75.79,-15.94,51,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,ADX Trend Strategy,5pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,50,46.0,2.84,188.8,3.78,-20.26,9.46,75.79,-15.94,51,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Breakout Strategy,none,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,10,60.0,2.8,98.79,9.88,-45.59,55.2,77.4,-24.03,1048,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Breakout Strategy,5pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,10,60.0,2.8,98.79,9.88,-45.59,55.2,77.4,-24.03,1048,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Bollinger Reversion Strategy,2pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,33,54.55,2.63,111.72,3.39,-22.0,14.58,71.37,-20.0,941,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Breakout Strategy,3pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,10,60.0,2.43,90.34,9.03,-54.03,55.1,77.4,-30.0,1047,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Momentum Strategy,5pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,5,60.0,2.42,72.75,14.55,-51.2,87.8,46.34,-50.0,1102,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,ADX Trend Strategy,2pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,50,46.0,2.4,169.8,3.4,-39.27,9.46,75.79,-20.0,51,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,RSI Reversion Strategy,2pct,Strong Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,9,66.67,1.8,48.02,5.34,-40.0,49.22,33.74,-20.0,1064,0,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Relative Strength Strategy,none,Acceptable Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,26,38.46,1.45,21.88,0.84,-25.78,2.58,19.85,-4.97,724,622,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Relative Strength Strategy,2pct,Acceptable Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,26,38.46,1.45,21.88,0.84,-25.78,2.58,19.85,-4.97,724,622,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Relative Strength Strategy,3pct,Acceptable Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,26,38.46,1.45,21.88,0.84,-25.78,2.58,19.85,-4.97,724,622,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,Relative Strength Strategy,5pct,Acceptable Fit,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,26,38.46,1.45,21.88,0.84,-25.78,2.58,19.85,-4.97,724,622,Historically tested starting point; not a guarantee.
NVDA,Large-cap stocks,EMA Strategy,none,Watch / Needs More Data,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,1,100.0,166.61,166.61,166.61,0.0,1047,166.61,166.61,1075,0,Needs more closed trades before relying on this pairing.
NVDA,Large-cap stocks,EMA Strategy,3pct,Watch / Needs More Data,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,1,100.0,166.61,166.61,166.61,0.0,1047,166.61,166.61,1075,0,Needs more closed trades before relying on this pairing.
NVDA,Large-cap stocks,EMA Strategy,5pct,Watch / Needs More Data,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,1,100.0,166.61,166.61,166.61,0.0,1047,166.61,166.61,1075,0,Needs more closed trades before relying on this pairing.
NVDA,Large-cap stocks,EMA Strategy,2pct,Watch / Needs More Data,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,2,50.0,9.11,162.14,81.07,-20.0,518,182.14,-20.0,1074,0,Needs more closed trades before relying on this pairing.
NVDA,Large-cap stocks,Pullback Strategy,none,Watch / Needs More Data,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,1,0.0,0.0,-7.44,-7.44,-7.44,7,-7.44,-7.44,610,0,Needs more closed trades before relying on this pairing.
NVDA,Large-cap stocks,Pullback Strategy,2pct,Watch / Needs More Data,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,1,0.0,0.0,-7.44,-7.44,-7.44,7,-7.44,-7.44,610,0,Needs more closed trades before relying on this pairing.
NVDA,Large-cap stocks,Pullback Strategy,3pct,Watch / Needs More Data,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,1,0.0,0.0,-7.44,-7.44,-7.44,7,-7.44,-7.44,610,0,Needs more closed trades before relying on this pairing.
NVDA,Large-cap stocks,Pullback Strategy,5pct,Watch / Needs More Data,1122,2026-02-05T21:15:00,2026-05-08T19:45:00,1,0.0,0.0,-7.44,-7.44,-7.44,7,-7.44,-7.44,610,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,EMA Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,EMA Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,EMA Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,EMA Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Pullback Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Pullback Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Pullback Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Pullback Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
