symbol,group,strategy,stop_loss,fit_rating,bars,start_at,end_at,trades,win_rate,profit_factor,total_pnl,average_trade_pnl,max_drawdown,average_hold_bars,best_trade,worst_trade,no_signal_periods,data_issues,notes
SPY,Broad ETFs,Breakout Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Breakout Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Breakout Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Breakout Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,RSI Reversion Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,RSI Reversion Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,RSI Reversion Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,RSI Reversion Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,25,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Momentum Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Momentum Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Momentum Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Momentum Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,VWAP Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,VWAP Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,VWAP Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,VWAP Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,33,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Bollinger Reversion Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Bollinger Reversion Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Bollinger Reversion Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Bollinger Reversion Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,ADX Trend Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,ADX Trend Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,ADX Trend Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,ADX Trend Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Donchian Breakout Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Donchian Breakout Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Donchian Breakout Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Donchian Breakout Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,21,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Relative Strength Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Relative Strength Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Relative Strength Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Relative Strength Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Opening Range Breakout Strategy,none,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,1,0.0,0.0,-1.63,-1.63,-1.63,29,-1.63,-1.63,36,1,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Opening Range Breakout Strategy,2pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,1,0.0,0.0,-1.63,-1.63,-1.63,29,-1.63,-1.63,36,1,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Opening Range Breakout Strategy,3pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,1,0.0,0.0,-1.63,-1.63,-1.63,29,-1.63,-1.63,36,1,Needs more closed trades before relying on this pairing.
SPY,Broad ETFs,Opening Range Breakout Strategy,5pct,Watch / Needs More Data,43,2026-04-24T12:00:00,2026-04-27T15:15:00,1,0.0,0.0,-1.63,-1.63,-1.63,29,-1.63,-1.63,36,1,Needs more closed trades before relying on this pairing.
TSLA,Large-cap stocks,RSI Reversion Strategy,2pct,Strong Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,3,66.67,3.66,53.16,17.72,-20.0,66.33,39.72,-20.0,622,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,RSI Reversion Strategy,3pct,Strong Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,3,66.67,2.44,43.16,14.39,-30.0,66.33,39.72,-30.0,622,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Breakout Strategy,2pct,Strong Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,6,50.0,1.87,52.13,8.69,-60.0,51.33,75.74,-20.0,598,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Pullback Strategy,none,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,5,20.0,2.23,28.45,5.69,-23.2,16.6,51.64,-8.43,339,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Pullback Strategy,2pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,5,20.0,2.23,28.45,5.69,-23.2,16.6,51.64,-8.43,339,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Pullback Strategy,3pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,5,20.0,2.23,28.45,5.69,-23.2,16.6,51.64,-8.43,339,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Pullback Strategy,5pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,5,20.0,2.23,28.45,5.69,-23.2,16.6,51.64,-8.43,339,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Momentum Strategy,2pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,7,42.86,1.57,45.9,6.56,-80.0,60.86,85.01,-20.0,631,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,RSI Reversion Strategy,5pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,3,66.67,1.46,23.16,7.72,-50.0,66.33,39.72,-50.0,622,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Breakout Strategy,3pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,6,50.0,1.45,34.84,5.81,-77.29,51.5,75.74,-30.0,599,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Momentum Strategy,3pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,6,50.0,1.4,35.9,5.98,-90.0,84.17,85.01,-30.0,632,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Momentum Strategy,none,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,4,50.0,1.35,31.77,7.94,-90.75,137,85.01,-88.67,635,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,VWAP Strategy,2pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,14,50.0,1.31,24.44,1.75,-55.17,13.93,32.51,-20.0,572,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Relative Strength Strategy,none,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,27,40.74,1.26,16.19,0.6,-34.13,2.41,19.8,-10.57,353,313,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Relative Strength Strategy,2pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,27,40.74,1.26,16.19,0.6,-34.13,2.41,19.8,-10.57,353,313,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Relative Strength Strategy,3pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,27,40.74,1.26,16.19,0.6,-34.13,2.41,19.8,-10.57,353,313,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Relative Strength Strategy,5pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,27,40.74,1.26,16.19,0.6,-34.13,2.41,19.8,-10.57,353,313,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Bollinger Reversion Strategy,2pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,20,40.0,1.25,27.9,1.39,-68.5,16.3,30.87,-20.0,545,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Donchian Breakout Strategy,2pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,8,37.5,1.25,23.3,2.91,-94.53,42.25,75.74,-20.0,577,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,VWAP Strategy,3pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,14,50.0,1.24,20.32,1.45,-59.29,13.93,32.51,-30.0,572,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Momentum Strategy,5pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,5,40.0,1.2,20.44,4.09,-102.08,103.8,85.01,-50.0,633,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Breakout Strategy,5pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,6,50.0,1.15,14.84,2.47,-97.29,51.5,75.74,-50.0,599,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,Bollinger Reversion Strategy,3pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,20,40.0,1.15,17.9,0.89,-78.5,16.3,30.87,-30.0,545,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,EMA Strategy,2pct,Acceptable Fit,661,2026-02-05T21:30:00,2026-05-08T20:00:00,7,14.29,1.13,15.47,2.21,-120.0,56.86,135.47,-20.0,616,0,Historically tested starting point; not a guarantee.
TSLA,Large-cap stocks,RSI Reversion Strategy,none,Watch / Needs More Data,661,2026-02-05T21:30:00,2026-05-08T20:00:00,2,50.0,3.9,29.55,14.77,-10.18,105,39.72,-10.18,623,0,Needs more closed trades before relying on this pairing.
TSLA,Large-cap stocks,EMA Strategy,none,Watch / Needs More Data,661,2026-02-05T21:30:00,2026-05-08T20:00:00,1,100.0,2.33,2.33,2.33,0.0,551,2.33,2.33,621,0,Needs more closed trades before relying on this pairing.
TSLA,Large-cap stocks,Donchian Breakout Strategy,3pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,8,37.5,1.03,3.54,0.44,-114.29,42.5,75.74,-30.0,579,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,VWAP Strategy,5pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,14,50.0,1.0,0.32,0.02,-79.29,13.93,32.51,-50.0,572,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,Bollinger Reversion Strategy,5pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,20,40.0,0.98,-2.1,-0.11,-98.5,16.3,30.87,-50.0,545,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,Bollinger Reversion Strategy,none,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,20,40.0,0.98,-3.12,-0.16,-99.52,16.35,30.87,-51.02,546,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,ADX Trend Strategy,2pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,41,34.15,0.94,-10.85,-0.26,-121.58,6.41,32.99,-20.0,30,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,Breakout Strategy,none,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,6,50.0,0.93,-8.35,-1.39,-120.48,51.67,75.74,-73.19,600,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,ADX Trend Strategy,3pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,40,35.0,0.93,-13.49,-0.34,-134.88,6.62,32.99,-30.0,31,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,EMA Strategy,3pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,6,16.67,0.9,-14.48,-2.41,-150.0,71.17,135.52,-30.0,616,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,EMA Strategy,5pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,4,25.0,0.9,-15.12,-3.78,-150.0,112.5,134.88,-50.0,618,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,Donchian Breakout Strategy,5pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,8,37.5,0.89,-14.74,-1.84,-132.57,42.5,75.74,-50.0,579,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,ADX Trend Strategy,5pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,40,35.0,0.84,-33.49,-0.84,-154.88,6.62,32.99,-50.0,31,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,VWAP Strategy,none,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,14,50.0,0.82,-23.14,-1.65,-102.75,14.07,32.51,-73.46,573,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,ADX Trend Strategy,none,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,40,35.0,0.76,-53.19,-1.33,-174.57,6.65,32.99,-69.7,31,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,Donchian Breakout Strategy,none,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,8,37.5,0.76,-37.94,-4.74,-155.77,42.62,75.74,-73.19,580,0,Weak profit factor in the available sample.
TSLA,Large-cap stocks,Opening Range Breakout Strategy,2pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,22,36.36,0.52,-85.36,-3.88,-146.71,17.73,32.51,-20.0,581,20,Weak profit factor in the available sample.
TSLA,Large-cap stocks,Opening Range Breakout Strategy,3pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,22,36.36,0.44,-120.24,-5.47,-181.59,17.95,32.51,-30.0,584,21,Drawdown was high in the available sample.
TSLA,Large-cap stocks,Opening Range Breakout Strategy,none,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,21,38.1,0.41,-135.38,-6.45,-196.73,19.14,32.51,-83.62,586,21,Drawdown was high in the available sample.
TSLA,Large-cap stocks,Opening Range Breakout Strategy,5pct,Not Recommended,661,2026-02-05T21:30:00,2026-05-08T20:00:00,22,36.36,0.38,-148.73,-6.76,-210.08,18.09,32.51,-50.0,585,21,Drawdown was high in the available sample.
AMD,Large-cap stocks,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
AMZN,Large-cap stocks,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
DIA,Broad ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
EFA,Commodity / International ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
FXI,Commodity / International ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
GLD,Commodity / International ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
HYG,Commodity / International ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
IVV,Broad ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
IWM,Broad ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
QQQ,Broad ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
SLV,Commodity / International ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
SMH,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
VGT,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
VOO,Broad ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
XLE,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
XLF,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
XLI,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
XLK,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
XLP,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
XLU,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
XLV,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
XLY,Sector ETFs,data_unavailable,,Watch / Needs More Data,,,,,,,,,,,,,,,No local 15M historical bars available in this initial study.
